4015350433053;2.69;FL;Elm Apfel-Mango Saft(1L Flasche)
4260002350206;6.50;FL;2007er Spaetburgunder Weissherbst trocken (Zellertaler)
4017194009159;1.20;FL;Frische Fettarme Milch (Schrozberg)
4017194009111;1.20;FL;Frische Vollmilch (Schrozberg)
4022381415200;3.20;BT;Couscous Spielberger (Beutel 500g)
4104060000065;1.65;GL;Naturjoghurt Mild Andechs (500g Glas)
8711823045100;1.11;GL;Apfelmark De Rit
