00000000000000;0.08;PF0;TX0;ST;XXX Flaschenpfand Bier
00000000000000;0.15;PF0;TX0;ST;XXX Pfand Glas
00000000000000;0.25;PF0;TX0;ST;XXX Pfand Getränke
4023216000059;1.10;PF1;TX2;FL;Pinkus Pils mit Aromahopfen 0,5L
3435230050018;3.99;PF3;TX2;FL;Montcalm Quellwasser 5L
4101530002505;1.35;PF0;TX1;ST;Alpenmilch H-Milch 1L
4101530003274;1.20;PF0;TX1;ST;Länger haltbare Alpenmilch 1,5% Fett 1L Tetrapack
4015533013799;1.45;PF2;TX2;FL;Voelkel Zitronensaft 0,2L
103;15.00;PF0;TX1;KG;BAS Gouda Brennessel Knoblauch (Demeter)
